rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
1360,YOR283W,,,0.842075122,1.352513885,0.045002996,2.193639686,0.803148199,1.298800279,0.042917118,2.101751362,3.443468759,biological_process unknown,molecular_function unknown,cytoplasm*
1361,YLR439W,MRPL4,,0.0309174,-0.003514937,0.005429586,3.588956064,0.02948817,-0.003375345,0.005177926,3.43862,3.44042258,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
1362,YGR111W,,,1.242906457,1.300436835,0.906671769,1.38363186,1.185450154,1.248791412,0.864647743,1.325673567,3.439112722,biological_process unknown,molecular_function unknown,cytoplasm*
1363,YER182W,FMP10,,1.363341563,1.529743714,1.918161599,0.142829938,1.300317861,1.46899162,1.829255255,0.136847003,3.435093878,biological_process unknown,molecular_function unknown,mitochondrion
1364,YPL257W,,,1.534888502,1.407927411,1.408622233,0.773105669,1.463934635,1.352013118,1.34333292,0.740721415,3.436067453,biological_process unknown,molecular_function unknown,cellular_component unknown
1365,YDR350C,TCM10,,1.229278646,0.932014404,2.064747741,0.592216479,1.172452321,0.895000474,1.969047163,0.567409406,3.431457043,protein complex assembly,molecular_function unknown,mitochondrial inner membrane
1366,YJL160C,,,1.310892239,1.2419504,2.151279938,0.195102211,1.250293132,1.192627702,2.051568613,0.186929668,3.431125982,biological_process unknown,molecular_function unknown,cellular_component unknown
1367,YIR035C,,,1.176524703,1.013866904,0.911807007,1.662487526,1.122137054,0.973602292,0.869544964,1.592848381,3.435995637,biological_process unknown,molecular_function unknown,cytoplasm
1368,YKR036C,CAF4,,2.109096778,2.36097595,0.704728889,0.518693832,2.01159877,2.267212379,0.672064869,0.496966514,3.436243762,"regulation of transcription, DNA-dependent",protein binding,CCR4-NOT complex
1369,YKR096W,,,0.41574654,1.277809062,0.470918793,1.835636209,0.396527669,1.227062276,0.449091816,1.758744122,3.434898214,biological_process unknown,molecular_function unknown,cytoplasm*
1370,YIL066C,RNR3,,1.468466315,1.29525196,2.062723367,0.222831521,1.400582972,1.243812449,1.967116619,0.213497438,3.424426505,DNA replication,ribonucleoside-diphosphate reductase activity,cytoplasm
1371,YDL027C,,,1.870544319,1.749123232,1.562394949,0.267943485,1.784073965,1.679658721,1.489978306,0.256719728,3.426356755,biological_process unknown,molecular_function unknown,mitochondrion
1372,YML055W,SPC2,,1.985787133,2.105162901,0.78193223,0.69157097,1.893989406,2.021558664,0.745689853,0.662602084,3.429850602,signal peptide processing,protein binding,signal peptidase complex
1373,YHR198C,FMP22,,1.309218545,1.774284885,0.762248395,1.040099001,1.248696808,1.703821106,0.726918359,0.996530791,3.427270257,biological_process unknown,molecular_function unknown,mitochondrion
1374,YFR022W,,,1.057530624,2.038936255,1.352335233,0.179631202,1.008643759,1.957962137,1.289654809,0.172106716,3.419723663,biological_process unknown,molecular_function unknown,cellular_component unknown
1375,YIL074C,SER33,,1.064485531,1.429835848,2.040245686,0.100523966,1.015277159,1.373051485,1.945680773,0.096313166,3.415045423,serine family amino acid biosynthesis,phosphoglycerate dehydrogenase activity,cytoplasm
1376,YLL058W,,,0.396128989,1.2883436,1.620243622,0.661769035,0.377816986,1.237178446,1.545145707,0.634048508,3.416372662,sulfur metabolism,cystathionine gamma-synthase activity,cellular_component unknown
1377,YGL159W,,,0.987185208,1.174141941,2.745335308,-0.353191912,0.941550227,1.127512181,2.618089655,-0.338397225,3.407204611,biological_process unknown,molecular_function unknown,cellular_component unknown
1378,YDR181C,SAS4,,1.012411889,1.285858262,1.411522751,0.867398115,0.965610745,1.234791811,1.346099,0.83106409,3.411954901,chromatin silencing at telomere,H3/H4 histone acetyltransferase activity*,nuclear chromatin*
1379,YKL146W,AVT3,,0.809418416,1.001965398,1.788585461,0.773361259,0.772001127,0.962173441,1.705684941,0.740966299,3.408824681,neutral amino acid transport,neutral amino acid transporter activity,vacuole
1380,YOR369C,RPS12,,1.370383042,1.596459077,1.530208836,0.434319553,1.307033831,1.533057455,1.459284012,0.416126549,3.408468016,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
1381,YKL151C,,,2.149846628,1.906949777,0.904433176,0.748894018,2.050464861,1.831217357,0.862512909,0.717523955,3.411254221,biological_process unknown,molecular_function unknown,cytoplasm
1382,YER062C,HOR2,,1.49003365,0.916856912,2.030800404,0.612319927,1.421153305,0.880444945,1.936673277,0.58667075,3.403788973,response to osmotic stress*,glycerol-1-phosphatase activity,cytoplasm*
1383,YNR074C,,,1.738472895,1.098675866,1.244166571,1.217014328,1.658107856,1.055043159,1.18649974,1.166035397,3.407578295,response to singlet oxygen,"oxidoreductase activity, acting on NADH or NADPH, disulfide as acceptor",plasma membrane
1384,YDR287W,,,0.477974851,1.100586582,0.878424701,1.578335916,0.455879328,1.056877993,0.83770992,1.512221758,3.40680967,myo-inositol metabolism,inositol-1(or 4)-monophosphatase activity,cellular_component unknown
1385,YDL200C,MGT1,,2.283008563,1.901143466,0.928659626,0.727114982,2.177471069,1.825641638,0.885616468,0.69665721,3.407915316,DNA dealkylation,methylated-DNA-[protein]-cysteine S-methyltransferase activity,nucleus
1386,YKR018C,,,1.318467732,1.347867173,0.961570939,1.246564733,1.257518429,1.294338106,0.91700235,1.194347979,3.405688435,biological_process unknown,molecular_function unknown,cytoplasm*
1387,YLR177W,,,1.513318423,1.081782622,0.668518044,1.801990658,1.443361684,1.038820811,0.637532388,1.726507933,3.402861132,biological_process unknown,molecular_function unknown,cytoplasm
1388,YGL082W,,,2.067112591,1.503344864,1.483196766,0.564994986,1.971555402,1.443641171,1.414450941,0.541328181,3.399420293,biological_process unknown,molecular_function unknown,cytoplasm*
1389,YLR125W,,,0.714019447,1.516119214,0.8285069,1.206593521,0.681012202,1.455908202,0.790105798,1.156051102,3.402065101,biological_process unknown,molecular_function unknown,cellular_component unknown
1390,YDL161W,ENT1,,1.549763278,1.295481462,1.972285663,0.281400682,1.478121789,1.244032836,1.880870681,0.269613223,3.394516741,actin filament organization*,cytoskeletal adaptor activity,actin cortical patch (sensu Saccharomyces)
1391,YBR093C,PHO5,,1.211684138,1.083595737,1.843952486,0.620962093,1.155671161,1.04056192,1.758485717,0.594950909,3.393998546,phosphate metabolism*,acid phosphatase activity,cell wall (sensu Fungi)*
1392,YJR078W,BNA2,,1.850663749,1.215377296,0.81164621,1.521261314,1.765112421,1.167109919,0.774026597,1.457537926,3.398674442,nicotinamide adenine dinucleotide biosynthesis,"tryptophan 2,3-dioxygenase activity",cytoplasm
1393,YHL019C,APM2,,1.781337911,2.118462697,2.254411373,-0.825420628,1.698991335,2.034330274,2.14991993,-0.790844978,3.393405226,vesicle-mediated transport,clathrin binding,AP-1 adaptor complex
1394,YEL006W,,,1.681663568,1.79320171,1.673331085,0.080623792,1.603924675,1.72198667,1.595772578,0.077246581,3.395005829,transport,transporter activity,mitochondrial inner membrane
1395,YER118C,SHO1,,0.82690426,1.7201207,1.169517572,0.656771332,0.788678646,1.651807992,1.115310704,0.629260152,3.396378849,pseudohyphal growth*,osmosensor activity,plasma membrane*
1396,YKL168C,KKQ8,,1.462369657,1.385721226,1.234365758,0.925995084,1.394768146,1.330688827,1.177153192,0.887206519,3.395048538,biological_process unknown,protein kinase activity,cytoplasm
1397,YPL054W,LEE1,,2.259752711,1.256766509,1.080230319,1.206943756,2.155290274,1.206855405,1.030161895,1.156386666,3.393403966,biological_process unknown,molecular_function unknown,cellular_component unknown
1398,YHR147C,MRPL6,,2.203969659,1.297905616,1.147658413,1.09817692,2.102085926,1.246360717,1.094464712,1.052175912,3.393001342,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
1399,YNL157W,,,1.705945422,1.476548604,1.440063559,0.626230723,1.627084043,1.417909095,1.373316948,0.599998844,3.391224887,biological_process unknown,molecular_function unknown,cytoplasm*
1400,YOL017W,ESC8,,0.883944174,1.891947195,1.150830891,0.499804579,0.843081755,1.816810586,1.097490147,0.478868504,3.393169237,chromatin silencing,molecular_function unknown,nucleus
1401,YGR093W,,,1.429164038,1.120781005,2.223587099,0.1927977,1.363097536,1.076270416,2.120524354,0.184721689,3.38151646,biological_process unknown,molecular_function unknown,nucleus
1402,YJL206C,,,0.789836827,1.49082108,2.005341012,0.039377369,0.753324744,1.431614755,1.912393922,0.037727909,3.381736587,biological_process unknown,molecular_function unknown,cellular_component unknown
1403,YLR246W,ERF2,,1.105338539,2.461230298,0.583138813,0.490913895,1.05424164,2.363485235,0.556110465,0.470350238,3.389945937,protein-membrane targeting*,palmitoyltransferase activity,integral to endoplasmic reticulum membrane
1404,YMR169C,ALD3,,1.541985476,1.033836284,2.525212331,-0.0251291,1.470703535,0.992778609,2.408169327,-0.024076479,3.376871457,response to stress*,aldehyde dehydrogenase activity,cytoplasm
1405,YKR105C,,,1.0476401,1.069397233,1.108758944,1.350857203,0.999210448,1.026927294,1.057368225,1.294271792,3.378567311,biological_process unknown,molecular_function unknown,cellular_component unknown
1406,YDR306C,,,0.868773381,1.671895225,1.449229471,0.405027762,0.828612268,1.605497739,1.382058022,0.388061748,3.375617509,ubiquitin-dependent protein catabolism,protein binding,ubiquitin ligase complex
1407,YHR130C,,,1.404347801,1.712507462,1.444349727,0.369101989,1.339428488,1.644497106,1.377404453,0.353640852,3.375542411,,,
1408,YJL108C,PRM10,,0.607069675,0.926367192,0.780492331,1.817736904,0.579006437,0.889577535,0.744316693,1.741594592,3.37548882,conjugation with cellular fusion,molecular_function unknown,integral to membrane
1409,YOL049W,GSH2,,1.474504162,1.247675296,1.983733709,0.292942945,1.406341705,1.19812524,1.891788113,0.280671998,3.37058535,glutathione biosynthesis,glutathione synthase activity,intracellular
1410,YGL039W,,,1.625036806,1.198081123,1.932511349,0.391806479,1.54991562,1.150500645,1.842939897,0.375394285,3.368834827,biological_process unknown,dihydrokaempferol 4-reductase activity,cytoplasm
1411,YKR032W,,,2.124619116,2.055616116,0.719916387,0.746858803,2.026403551,1.973979576,0.68654843,0.715573992,3.376101997,,,
1412,YPL185W,,,1.183791583,1.331371551,1.1897458,0.998271655,1.129068005,1.27849759,1.134601359,0.956455531,3.369554479,,,
1413,YNL334C,SNO2,,2.05829939,2.582307651,1.010210122,-0.074270295,1.963149612,2.479754134,0.963387118,-0.071159222,3.371982029,thiamin biosynthesis*,protein binding*,cellular_component unknown
1414,YIR038C,GTT1,,1.957614619,1.329095187,0.30067132,1.887928507,1.867119233,1.276311629,0.286735274,1.808845973,3.371892876,glutathione metabolism,glutathione transferase activity,endoplasmic reticulum
1415,YOL046C,,,2.077113714,2.434239432,0.540455704,0.541929994,1.981094199,2.337566282,0.515405708,0.519229348,3.372201337,,,
1416,YDL185W,TFP1,,2.019566457,1.279709471,1.953230704,0.279356961,1.926207201,1.228887212,1.862698915,0.267655111,3.359241238,vacuolar acidification*,"hydrogen-transporting ATPase activity, rotational mechanism*",vacuolar membrane (sensu Fungi)*
1417,YJR100C,,,1.339340724,1.433535188,1.70116579,0.376508805,1.277426518,1.37660391,1.622317151,0.360737408,3.359658469,biological_process unknown,molecular_function unknown,cellular_component unknown
1418,YOR100C,CRC1,,1.875019664,1.377260086,1.582053689,0.551577296,1.788342426,1.322563712,1.508725868,0.528472538,3.359762118,fatty acid metabolism,carnitine/acyl carnitine carrier activity,mitochondrion*
1419,YDR094W,,,1.734011778,1.34186684,1.809237816,0.356653969,1.653852965,1.28857607,1.725380064,0.341714261,3.355670395,,,
1420,YGR017W,,,0.662055426,0.913481728,1.215373818,1.377698647,0.631450341,0.877203803,1.159041524,1.319988887,3.356234214,biological_process unknown,molecular_function unknown,cytoplasm*
1421,YBR084C-A,RPL19A,,1.867415065,2.142402184,1.489385579,-0.129046012,1.781089368,2.05731903,1.420352904,-0.123640465,3.354031469,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
1422,YBR024W,SCO2,,0.731464403,1.053103232,2.230305255,0.218212151,0.697650724,1.011280392,2.126931125,0.209071567,3.347283083,copper ion transport,molecular_function unknown,mitochondrial membrane
1423,YPL123C,RNY1,,0.982141786,1.427948375,1.67068282,0.400977471,0.936739949,1.371238971,1.59324706,0.384181117,3.348667148,cellular morphogenesis,endoribonuclease activity,extracellular
1424,YPL163C,SVS1,,1.943858316,2.114666874,0.624916131,0.758507634,1.853998848,2.030685198,0.595951414,0.72673487,3.353371482,response to chemical substance,molecular_function unknown,vacuole (sensu Fungi)
1425,YJR024C,,,0.914395902,1.341944272,1.720545059,0.43431853,0.872125779,1.288650427,1.640798196,0.416125569,3.345574191,biological_process unknown,molecular_function unknown,cytoplasm
1426,YOR176W,HEM15,,2.069627486,1.733243084,0.701662131,1.061168643,1.97395404,1.664409235,0.669140254,1.016717857,3.350267347,heme biosynthesis,ferrochelatase activity,mitochondrial inner membrane
1427,YJR070C,LIA1,,1.150327574,1.187007978,1.450966355,0.854964475,1.09715095,1.139867258,1.383714402,0.819151277,3.342732936,biological_process unknown,molecular_function unknown,cytoplasm*
1428,YGL255W,ZRT1,,0.883536957,0.807701211,1.371168367,1.311102628,0.842693363,0.775624243,1.307615032,1.256182477,3.339421752,high-affinity zinc ion transport,high affinity zinc uptake transporter activity,integral to plasma membrane
1429,YBR074W,,,2.318682316,2.239619275,1.33956841,-0.093913601,2.211495718,2.150675251,1.277479726,-0.089979699,3.338175278,biological_process unknown,molecular_function unknown,cellular_component unknown
1430,YNR058W,BIO3,,1.42606316,1.419352749,0.710132366,1.35552244,1.360140003,1.362984711,0.677217896,1.298741609,3.338944215,biotin biosynthesis,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,cytoplasm
1431,YGL015C,,,1.126145422,0.885483948,2.223165349,0.375906856,1.074086675,0.850317924,2.120122152,0.360160673,3.330600749,biological_process unknown,molecular_function unknown,cellular_component unknown
1432,YPL008W,CHL1,,1.113807695,0.626180253,0.676263032,2.176397302,1.062319289,0.601312191,0.644918398,2.085231236,3.331461825,chromosome segregation,DNA helicase activity,nucleus
1433,YER057C,HMF1,,1.842363834,1.689075446,1.598085257,0.187637254,1.75719619,1.621995667,1.524014377,0.179777407,3.32578745,biological_process unknown,molecular_function unknown,cytoplasm*
1434,YFL044C,,,2.097922157,1.444171038,1.752765564,0.277225227,2.000940722,1.386817369,1.671525288,0.265612672,3.323955328,biological_process unknown,molecular_function unknown,cytoplasm*
1435,YOR309C,,,0.46546656,0.30257025,2.743617913,0.425973247,0.443949263,0.290554004,2.616451861,0.408129857,3.315135722,,,
1436,YIL114C,POR2,,0.884654016,1.078589883,2.463184092,-0.07002408,0.843758783,1.035754868,2.349016082,-0.067090875,3.317680076,ion transport,voltage-dependent ion-selective channel activity,mitochondrion*
1437,YMR137C,PSO2,,1.714395369,1.032581041,1.340288503,1.092901614,1.635143371,0.991573217,1.278166443,1.047121581,3.31686124,DNA repair*,damaged DNA binding,nucleus
1438,YDR216W,ADR1,,1.400972521,1.164285442,0.834646616,1.460444525,1.336209239,1.118047122,0.795960939,1.399268663,3.313276724,transcription*,transcription factor activity,nucleus
1439,YKL183W,LOT5,,1.825125234,2.482884928,0.395579829,0.580099297,1.740754485,2.384279875,0.377244796,0.555799795,3.317324466,biological_process unknown,molecular_function unknown,cytoplasm*
1440,YOR242C,SSP2,,1.159814499,1.445417409,0.693451279,1.317540277,1.106199319,1.388014241,0.661309973,1.262350462,3.311674677,spore wall assembly (sensu Saccharomyces),molecular_function unknown,spore wall (sensu Fungi)
1441,YDR077W,SED1,,2.179150407,1.039077055,1.963478084,0.453083698,2.078414003,0.997811249,1.872471331,0.434104692,3.304387272,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi)*
1442,YLR353W,BUD8,,2.197454542,1.980429888,0.379207374,1.092418809,2.095871986,1.901779286,0.3616312,1.046659,3.310069487,pseudohyphal growth*,molecular_function unknown,bud tip*
1443,YJL099W,CHS6,,1.21215243,0.902891452,1.038215544,1.509334244,1.156117805,0.867034108,0.990094495,1.446110464,3.303239066,Golgi to plasma membrane transport*,molecular_function unknown,clathrin-coated vesicle
